url,tipo,descripcion,servicios,datos_contacto,sede
,         Fútbol 6,,"      Vestuarios,    Torneos,    Cumpleaños", Tel.: 02346 15-58-5737 Web: http://www.facebook.com/6vs6PapiFutbol,1 Sedes:  - Sede Chivilcoy: 6vs6 Papi Fútbol 
,         Fútbol 6,,"      Vestuarios,    Bar / Restaurante,    Escuelita de Fútbol,    Cumpleaños", Tel.: 011 - 47659136 Web: http://www.facebook.com/complejomediocampo,1 Sedes:  - Sede Villa Adelina: Torneo Complejo Mediocampo 
,         Fútbol 11,"        El Campito Club te ofrece el mejor ambiente para pasarla bien con amigos.  Contamos con seguridad privada, médico y ambulancia con presencia física en cada predio. .  El precio que se paga por partido hace que los jugadores pagen el menor precio de la ciudad con la mayor cantidad de servicios a disposición.  Somos el torneo con la mayor cantidad de premios, no porque creamos que sea lo más importante, sino porque nos gusta que los equipos se sientan premiados por su participación.  Los Campeones se miden en un gran torneo de campeones, con los mejores equipos de Córdoba, para poder estrechar relaciones con gente de otros lugares y tener experiencias nuevas.  Organizamos la mejor entrega de premios de la ciudad, pudiendo disfrutar con tus amigos de una noche única al finalizar cada torneo.  En la actualidad, más de 140 equipos participan de las distintas copas, convirtiéndose en uno de los torneos más importantes de la región.  ","      Bar / Restaurante,    Estacionamiento"," Tel.: 0221 - 155316319               Fútbol 11              El Campito Club te ofrece el mejor ambiente para pasarla bien con amigos.  Contamos con seguridad privada, médico y ambulancia con presencia física en cada predio. .  El precio que se paga por partido hace que los jugadores pagen el menor precio de la ciudad con la mayor cantidad de servicios a disposición.  Somos el torneo con la mayor cantidad de premios, no porque creamos que sea lo más importante, sino porque nos gusta que los equipos se sientan premiados por su participación.  Los Campeones se miden en un gran torneo de campeones, con los mejores equipos de Córdoba, para poder estrechar relaciones con gente de otros lugares y tener experiencias nuevas.  Organizamos la mejor entrega de premios de la ciudad, pudiendo disfrutar con tus amigos de una noche única al finalizar cada torneo.  En la actualidad, más de 140 equipos participan de las distintas copas, convirtiéndose en uno de los torneos más importantes de la región.             Bar / Restaurante,    Estacionamiento           ver todas                          ",1 Sedes:  - Sede La Plata: El Campito Club Norte 
,         Fútbol 5,"        Torneo Futbol 5 en el Complejo Insoportablemente Futbol, La Paz 945. Inicio Abril 2013. Inscripciones Abiertas.  Importantes Premios para el Campeon, Subcamepeon, Goleador, Valla Menos vencida, Fair Play, Equipo de la Fecha y mucho mas.  ","      Vestuarios,    Bar / Restaurante,    Cumpleaños"," Tel.: 03413418733               Fútbol 5              Torneo Futbol 5 en el Complejo Insoportablemente Futbol, La Paz 945. Inicio Abril 2013. Inscripciones Abiertas.  Importantes Premios para el Campeon, Subcamepeon, Goleador, Valla Menos vencida, Fair Play, Equipo de la Fecha y mucho mas.             Vestuarios,    Bar / Restaurante,    Cumpleaños           ver todas                          ",1 Sedes:  - Sede Rosario: Insoportablemente Futbol 
,         Fútbol 5,"        TORNEO DE FÚTBOL 5 SOCCER STYLE. DÍAS MARTES Y SÁBADOS.  SON TORNEOS POR FECHAS CON FASE DE CLASIFICACIÓN Y ELIMINACIÓN. LA MEJOR PREMIACIÓN,CONJUNTOS DE CAMISETAS Y SHORT, COPA Y MEDALLAS Y CENA SHOW + DISCO.","      Vestuarios,    Bar / Restaurante,    Torneos,    Cumpleaños", Tel.: 011-1537394646 / 693*4722 / 1154770416 Web: FACEBOOK: TORNEOSOCCERSTYLE,1 Sedes:  - Sede Del Viso: Fútbol km 40 Pilar 
,         Fútbol 7,"        Torneo Wingest organiza 2 torneos de gran calidad de servicios al año: uno en invierno de fútbol 5 en canchas cerradas, climatizadas de El Domo (Las Heras) y luego, entrando en primavera se desarrolla el torneo de fútbol 7 en las canchas de Al Cubo (Godoy Cruz).  En ambos torneos los cupos son muy limitados y sólo se juegan en días domingos, ya que la organización busca brindar un servicio de calidad y personalizado a todos los equipos.","      Vestuarios,    Torneos,    Estacionamiento,    Ayuda Médica ,    Parrilla"," Tel.: 0261 - 153613518               Fútbol 7              Torneo Wingest organiza 2 torneos de gran calidad de servicios al año: uno en invierno de fútbol 5 en canchas cerradas, climatizadas de El Domo (Las Heras) y luego, entrando en primavera se desarrolla el torneo de fútbol 7 en las canchas de Al Cubo (Godoy Cruz).  En ambos torneos los cupos son muy limitados y sólo se juegan en días domingos, ya que la organización busca brindar un servicio de calidad y personalizado a todos los equipos.           Vestuarios,    Torneos,    Estacionamiento,    Ayuda Médica ,    Parrilla           ver todas                          ",2 Sedes:  - Sede Mendoza: Al Cubo - Sede Mendoza: El Domo Futbol 
,         Fútbol 8,,"      Vestuarios,    Bar / Restaurante,    Torneos,    Parrilla,    Estacionamiento,    Seguridad", Tel.: 0341 – 156830695 Web:  www.copapymes.com,1 Sedes:  - Sede Rosario: Champions Pymes 
,         Fútbol 5,,"      Vestuarios,    Ayuda Médica ,    Parrilla,    Estacionamiento", Tel.: 0261-153022663/ 153531584 Web: http://www.showgolmendoza.com.ar/,1 Sedes:  - Sede Godoy Cruz: Show Gol Mendoza 
,         Fútbol 5,,"      Vestuarios,    Cumpleaños,    Parrilla", Tel.: 03471 15560060 Web: http://www.wilsonfc.com.ar/,1 Sedes:  - Sede Las Parejas: Wilson Fútbol 5 
,         Fútbol 5,,"      Vestuarios,    Bar / Restaurante,    Torneos", Tel.: 02234-15231939 Web: http://www.facebook.com/papifutbol.pichus,1 Sedes:  - Sede Mar del Plata: Papi Futbol Pichus 
,         Fútbol 5,,"      Torneos,    Escuelita de Fútbol,    Cumpleaños,    Parrilla", Tel.: 0261-155167153 Web: http://www.facebook.com/pages/Estadio-Unico-Los-Corralitos/347070290298,1 Sedes:  - Sede Corralitos: Estadio Unico Los Corralitos 
,         Fútbol 5,        arranca en marzo del 2013.  Facebook: Torneo Il Capitano,"      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla"," Tel.: 1535082824               Fútbol 5              arranca en marzo del 2013.  Facebook: Torneo Il Capitano           Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla           ver todas                          ",1 Sedes:  - Sede Villa Luro: Nueva Generación 
,         Fútbol 5,        Contacto: Eduardo   Fútbol 5 Masculino y Femenino.Todas las edades.,"      Vestuarios,    Bar / Restaurante,    Torneos,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    Estacionamiento", Tel.: 1567182751 Web: www.metyc.com.ar,1 Sedes:  - Sede Recoleta: El Parque Fútbol 
,         Fútbol 5,"        Nextel: ID:631*1830   Torneo fútbol femenino y categoría libres , juveniles.  ","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños", Tel.: 156952-5555 Web: https://www.facebook.com/torneofulbito,1 Sedes:  - Sede Boedo: Federación Caballito 
,         Fútbol 5,,"      Vestuarios,    Escuelita de Fútbol,    Cumpleaños,    Colegios,    Ayuda Médica ,    Torneos,    Bar / Restaurante", Tel.: 5-62110445 / 15-30021160 Web: www.torneosfutbolytoque.com.ar,1 Sedes:  - Sede Almagro: Bethania 
,         Fútbol 5,"        Doble 5 es un nuevo espacio excepcional donde encontrarnos con los amigos para jugar, ver y transpirar fútbol.   Donde disfrutamos del talento y del esfuerzo, suscribimos a la competencia sana y al fair play.","      Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Parrilla", Tel.: 03489- 446539 / 15 54 76 88 Web: http://doble-5.com,1 Sedes:  - Sede Campana: Doble 5 
,         Fútbol 5,,"      Torneos,    Escuelita de Fútbol,    Cumpleaños", Tel.: 0249 443-3804 Web: http://www.facebook.com/pages/EL-POTRERO-FUTBOL-5-TANDIL/139778089374507,1 Sedes:  - Sede Tandil: El Potrero Futbol 5 Tandil 
,         Fútbol 8,"        Liga de Fútbol 8 en Rosario. Se juega los días Sábados a partir de las 13 Hs. en el camping de confiteros y pasteleros.    ""FUTBOL, AMIGOS Y JUEGO LIMPIO, SIN DEJAR DE COMPETIR""","      Vestuarios,    Bar / Restaurante,    Cumpleaños,    Parrilla,    Estacionamiento,    Seguridad"," Tel.:  0341 - 155904391               Fútbol 8              Liga de Fútbol 8 en Rosario. Se juega los días Sábados a partir de las 13 Hs. en el camping de confiteros y pasteleros.    ""FUTBOL, AMIGOS Y JUEGO LIMPIO, SIN DEJAR DE COMPETIR""           Vestuarios,    Bar / Restaurante,    Cumpleaños,    Parrilla,    Estacionamiento,    Seguridad           ver todas                          ",
,         Fútbol 5,        Contacto.: Augusto  ,"      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Estacionamiento,    Seguridad", Tel.: 1535235438 / 1540239950  Web: http://www.facebook.com/torneofutbol.burritomartinez,"1 Sedes:  - Sede Ramos Mejia: Complejo fútbol 5 ""Burrito"" Martinez "
,         Fútbol 5,        Contacto: Diego   Torneos Masculinos y Femeninos,"      Vestuarios,    Bar / Restaurante,    Torneos,    Estacionamiento", Tel.: 1562266517  Web: www.octorneos.com.ar,1 Sedes:  - Sede Villa Madero: Parador 7 
,         Fútbol 7,,"      Vestuarios,    Cumpleaños,    Parrilla,    Estacionamiento", Tel.: 0261-153693534 Web: http://www.facebook.com/canchasgentile,1 Sedes:  - Sede Mendoza: Cancha Gentile 
,         Fútbol 5 y 6,,"      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol", Tel.: 0348-4426067 o 4680699 Web: http://www.facebook.com/pages/Invicto/186705128076368,1 Sedes:  - Sede Escobar: Invicto 
,         Fútbol 7,,"      Vestuarios,    Bar / Restaurante,    Torneos,    Parrilla,    Estacionamiento,    Seguridad", Tel.: 1569919655 Web: www.futbolpanamericana.com,1 Sedes:  - Sede Escobar: Futbol Panamericana 
,         Fútbol 7,        Los partidos se jugaran los sábados por la tarde entre las 16:00 - 19:00 hs.,"      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol"," Tel.: 0261-2041847/156322800               Fútbol 7              Los partidos se jugaran los sábados por la tarde entre las 16:00 - 19:00 hs.           Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol           ver todas                          ",1 Sedes:  - Sede Guaymallén: San Jose 
,         Fútbol 5 y 7,,"      Vestuarios,    Bar / Restaurante,    Escuelita de Fútbol,    Cumpleaños,    Parrilla", Tel.: 0381-4237691 Web: www.la10futbol5.com.ar,1 Sedes:  - Sede Tucumán: La 10 Futbol 5 
,         Fútbol 7,"        Torneo de Fútbol 7. Sábados y Domingos.  Excelente ambiente, árbitros AFA, seguridad, Vestuarios, Estacionamiento, Medico, el mejor 3er tiempo y muchas cosas más.","      Vestuarios,    Bar / Restaurante,    Torneos,    Cumpleaños,    Parrilla,    Estacionamiento", Tel.: 155-327-2770  Web: www.kronosfutbol.com.ar,1 Sedes:  - Sede Escobar Centro: Predio Kronos 
,         Fútbol 7 y 11,,"      Vestuarios,    Bar / Restaurante,    Torneos,    Ayuda Médica ,    Cumpleaños,    Parrilla,    Estacionamiento,    Seguridad", Tel.: (0221) 156224621 Web: www.torneoelcampus.com,1 Sedes:  - Sede La Plata: El Campus 
,         Fútbol 5,,"      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Parrilla,    Estacionamiento", Tel.: 0376-4598684/154328884 Web: www.facebook.com/CanchaFutbolTime,1 Sedes:  - Sede Posadas: Canchas fútbol time 
,         Fútbol 5,,"      Vestuarios,    Ayuda Médica ,    Parrilla,    Estacionamiento", Tel.: 0341 - 155318646 / 4497298 Web: http://www.facebook.com/pages/Club-5-futbol/303134353132,1 Sedes:  - Sede Santa Fe: Club 5 futbol 
,         Fútbol 5,"        Días y Horarios: Miércoles 20 a 23 hs, Jueves 20 a 23 hs, Sábados 11 a 17  Sedes: GRUN (Padre Canavery 1501, Nuñez) - EL PREDIO (Velazco 1040, Villa Crespo)  Premios: Campeón y Subcampeón. Goleador, Valla menos vencida, Mejor jugador del partido y del torneo.","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Colegios,    Parrilla,    Estacionamiento,    Seguridad,    WiFi,    TV,    Ayuda Médica ", Tel.: 115.703.9232 / 115.951.367 / 112.242.0638 Web: www.laredondafútbol.com,2 Sedes:  - Sede Nuñez: Grun FC - Sede Villa Crespo: El Predio 
,"         Fútbol 5, 7 y 11","        La Liga Jujeña de Fútbol de la Provincia de Córdoba es una de las más importantes de fútbol amateur de la provincia. Pasaron algo más de 30 años desde su fundación y en la actualidad destaca por sus reñidos campeonatos de fútbol masculino, categoría 11 y 7 y en el fútbol femenino categoría 7.    Actualmente posee más de 3.000 atletas inscriptos en sus diferentes categorías distribuidos en 49 equipos de fútbol once, torneo que se divide en división A y B, 26 equipos de fútbol 7 masculino y 40 equipos de futbol 7 femenino.    Los torneos de Futbol 11 se juegan en el predio del camino a San Carlos Km xxx, mientras que el campeonato de fútbol 7, tanto en femenino como en el masculino, se juegan en el predio de Güemes de la ciudad de Córdoba.  ","      Vestuarios,    Torneos,    Parrilla,    Estacionamiento",,2 Sedes:  - Sede Córdoba: El Misterio Fútbol Club - Sede Córdoba: Canchas Güemes 
,         Fútbol 5,        Se juega los días sábados y domingos por la tarde. ,"      Vestuarios,    Torneos,    Ayuda Médica ,    Cumpleaños,    Parrilla,    Estacionamiento", Tel.: 0261-156145614 Web: www.facebook.com/deloeste.futbolpaddle,1 Sedes:  - Sede Mendoza: Club Cano 
,"         Fútbol 5, 7 y 9",,"      Vestuarios,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Estacionamiento", Tel.: 0230-4426316 Web: http://www.facebook.com/CanchasdeFutbolAPMcarrefourPilar,1 Sedes:  - Sede Pilar: Canchas APM 
,         Fútbol 5 y 7,        Contacto: Francisco,"      Vestuarios,    Estacionamiento,    Seguridad", Tel.: 15 3702-4969 Web: torneodefutbolbotindeoro.com,1 Sedes:  - Sede Floresta: Asociación Argentina de Árbitros 
,         Fútbol 7,        Contacto: Santiago,"      Vestuarios,    Bar / Restaurante,    Torneos", Tel.: 0221-155575524  Web: www.facebook.com/torneorockandgol,1 Sedes:  - Sede La Plata: Complejo RockandGol 
,         Fútbol 5,,"      Bar / Restaurante,    Torneos,    Cumpleaños,    Estacionamiento"," Tel.: 03573 - 15412463               Fútbol 5            Bar / Restaurante,    Torneos,    Cumpleaños,    Estacionamiento           ver todas                          ",1 Sedes:  - Sede Villa del Rosario: La Canchita ( Complejo Barraza) 
,         Fútbol 6 y 7,,"      Torneos,    Estacionamiento",,1 Sedes:  - Sede Berazategui: Torneo Canchas Viejo Carlos 
,         Fútbol 5 y 7,        Las inscripciones se realizan de manera telefónica ,"      Vestuarios,    Bar / Restaurante,    Torneos,    Parrilla,    Estacionamiento", Tel.: 0266-154504416 Web: www.facebook.com/LasBanderasCanchasDeFutbol,1 Sedes:  - Sede Villa Elena: Las Banderas 
,         Fútbol 5,,"      Bar / Restaurante,    Cumpleaños,    Parrilla,    Estacionamiento", Tel.: 0236 - 154604250 Web: http://www.facebook.com/dellalorafutbol5,1 Sedes:  - Sede Junin: Della Lora Fútbol 5 
,         Fútbol 7,,"      Vestuarios,    Bar / Restaurante,    Escuelita de Fútbol,    Ayuda Médica ,    Parrilla,    Estacionamiento", Tel.: 0261-152002027  Web: www.facebook.com/PasealaRed,1 Sedes:  - Sede Mendoza: Pase a la red 
,         Fútbol 7,,"      Vestuarios,    Bar / Restaurante,    Torneos,    Cumpleaños,    Parrilla,    Estacionamiento", Tel.: 0351-7647636 Web: www.facebook.com/canchastelefonos.sintetico,1 Sedes:  - Sede Córdoba: Canchas Teléfonos Sintético 
,         Fútbol 5,,      Vestuarios, Tel.: 0342-15602388 Web: http://www.facebook.com/futbolcenterll.rafaela,1 Sedes:  - Sede Rafaela: FutbolCenterll Rafaela 
,         Fútbol 5,        Torneo futbol 5 exclusivo para hinchas de Huracan.,"      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños"," Tel.: 011-1559959161               Fútbol 5              Torneo futbol 5 exclusivo para hinchas de Huracan.           Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños           ver todas                          ",1 Sedes:  - Sede Parque Patricios: Eleven gol 
,         Fútbol 9,        Se realiza los días sábado por la tarde.,"      Bar / Restaurante,    Ayuda Médica ,    Parrilla"," Tel.: 0299-156327814               Fútbol 9              Se realiza los días sábado por la tarde.           Bar / Restaurante,    Ayuda Médica ,    Parrilla           ver todas                          ",1 Sedes:  - Sede Neuquen: Mendieta Fútbol 
